week_start,country,rank,title,appid,url,price_info,rank_change,extra
2026-08-25,JP,55,BRIGANDINE ABYSS,3211430,https://store.steampowered.com/app/3211430/BRIGANDINE_ABYSS?snr=1_7001_7002_,$49.99,NEW,1
2026-08-25,JP,56,MECCHA CHAMELEON,4704690,https://store.steampowered.com/app/4704690/MECCHA_CHAMELEON?snr=1_7001_7002_,$5.99,▼ 23,12
2026-08-25,JP,57,STEINS;GATE RE:BOOT,4012810,https://store.steampowered.com/app/4012810/STEINSGATE_REBOOT?snr=1_7001_7002_,"-10%
$59.99
$53.99",▼ 50,4
2026-08-25,JP,58,Slay the Spire 2,2868840,https://store.steampowered.com/app/2868840/Slay_the_Spire_2?snr=1_7001_7002_,$24.99,▼ 14,26
2026-08-25,JP,59,Monster Hunter Wilds,2246340,https://store.steampowered.com/app/2246340/Monster_Hunter_Wilds?snr=1_7001_7002_,$39.99,▼ 7,101
2026-08-25,JP,60,Mortal Shell II,2584270,https://store.steampowered.com/app/2584270/Mortal_Shell_II?snr=1_7001_7002_,$49.99,▼ 56,3
2026-08-25,JP,61,FINAL FANTASY XIV Online,39210,https://store.steampowered.com/app/39210/FINAL_FANTASY_XIV_Online?snr=1_7001_7002_,$19.99,▲ 25,8
2026-08-25,JP,62,Persona5: The Phantom X,3061570,https://store.steampowered.com/app/3061570/Persona5_The_Phantom_X?snr=1_7001_7002_,Free To Play,RETURNING,1
2026-08-25,JP,63,ARK: Bob's Tall Tales,2881150,https://store.steampowered.com/app/2881150/ARK_Bobs_Tall_Tales?snr=1_7001_7002_,"-67%
$29.99
$9.89",RETURNING,1
2026-08-25,JP,64,Sid Meier's Civilization VII,1295660,https://store.steampowered.com/app/1295660/Sid_Meiers_Civilization_VII?snr=1_7001_7002_,"-50%
$99.99
$49.99",▲ 4,2
2026-08-25,JP,65,Machine Party,4108000,https://store.steampowered.com/app/4108000/Machine_Party?snr=1_7001_7002_,$7.99,▼ 33,5
2026-08-25,JP,66,"BUNNY GARDEN 2
(hidden by your preferences)",3443820,https://store.steampowered.com/app/3443820/BUNNY_GARDEN_2?snr=1_7001_7002_,"-20%
$24.99
$19.99",▲ 16,2
2026-08-25,JP,67,MY HERO ULTRA RUMBLE,1607250,https://store.steampowered.com/app/1607250/MY_HERO_ULTRA_RUMBLE?snr=1_7001_7002_,Free To Play,▼ 44,23
2026-08-25,JP,68,Astral Party,2622000,https://store.steampowered.com/app/2622000/Astral_Party?snr=1_7001_7002_,Free To Play,▲ 24,5
2026-08-25,JP,69,Transport Fever 3,3493540,https://store.steampowered.com/app/3493540/Transport_Fever_3?snr=1_7001_7002_,"Prepurchase
$49.99",NEW,1
2026-08-25,JP,70,"Mahjong Soul
(not available in your region)",2717220,https://store.steampowered.com/app/2717220/Mahjong_Soul?snr=1_7001_7002_,,▼ 48,2
2026-08-25,JP,71,Wizardry Variants Daphne,2379740,https://store.steampowered.com/app/2379740/Wizardry_Variants_Daphne?snr=1_7001_7002_,Free To Play,▼ 40,8
2026-08-25,JP,72,日本事故物件監視協会3 -Japan Stigmatized Property-,4611990,https://store.steampowered.com/app/4611990/%E6%97%A5%E6%9C%AC%E4%BA%8B%E6%95%85%E7%89%A9%E4%BB%B6%E7%9B%A3%E8%A6%96%E5%8D%94%E4%BC%9A3_Japan_Stigmatized_Property?snr=1_7001_7002_,$8.99,▼ 26,4
2026-08-25,JP,73,Path of Exile 2,2694490,https://store.steampowered.com/app/2694490/Path_of_Exile_2?snr=1_7001_7002_,$29.99,▼ 8,17
2026-08-25,JP,74,ROMANCE OF THE THREE KINGDOMS XIV,872410,https://store.steampowered.com/app/872410/ROMANCE_OF_THE_THREE_KINGDOMS_XIV?snr=1_7001_7002_,$59.99,RETURNING,1
2026-08-25,JP,75,DoDonPachi Resurrection Reignite,4517190,https://store.steampowered.com/app/4517190/DoDonPachi_Resurrection_Reignite?snr=1_7001_7002_,"-10%
$24.99
$22.49",NEW,1
2026-08-25,JP,76,Reverse: 1999,3092660,https://store.steampowered.com/app/3092660/Reverse_1999?snr=1_7001_7002_,Free To Play,▼ 6,3
2026-08-25,JP,77,Dota 2,570,https://store.steampowered.com/app/570/Dota_2?snr=1_7001_7002_,Free To Play,▲ 3,10
2026-08-25,JP,78,Warframe,230410,https://store.steampowered.com/app/230410/Warframe?snr=1_7001_7002_,Free To Play,▲ 1,23
2026-08-25,JP,79,Lazy Witch's Factory,3971650,https://store.steampowered.com/app/3971650/Lazy_Witchs_Factory?snr=1_7001_7002_,"-10%
$15.99
$14.39",▼ 51,2
2026-08-25,JP,80,Hogwarts Legacy,990080,https://store.steampowered.com/app/990080/Hogwarts_Legacy?snr=1_7001_7002_,"-90%
$59.99
$5.99",RETURNING,1
2026-08-25,JP,81,ARK: Dragontopia,4558490,https://store.steampowered.com/app/4558490/ARK_Dragontopia?snr=1_7001_7002_,$29.99,RETURNING,1
2026-08-25,JP,82,WARDOGS,1867240,https://store.steampowered.com/app/1867240/WARDOGS?snr=1_7001_7002_,"Prepurchase
$39.99",▼ 27,2
2026-08-25,JP,83,Yet Another Zombie Survivors,2163330,https://store.steampowered.com/app/2163330/Yet_Another_Zombie_Survivors?snr=1_7001_7002_,"-35%
$14.99
$9.74",▼ 22,2
2026-08-25,JP,84,"ブループロトコル：スターレゾナンス
(not available in your region)",4073960,https://store.steampowered.com/app/4073960/%E3%83%96%E3%83%AB%E3%83%BC%E3%83%97%E3%83%AD%E3%83%88%E3%82%B3%E3%83%AB%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%AC%E3%82%BE%E3%83%8A%E3%83%B3%E3%82%B9?snr=1_7001_7002_,,▲ 13,3
2026-08-25,JP,85,Magical Girl Witch Trials,3101040,https://store.steampowered.com/app/3101040/Magical_Girl_Witch_Trials?snr=1_7001_7002_,$29.99,0,10
2026-08-25,JP,86,Throne and Liberty,2429640,https://store.steampowered.com/app/2429640/Throne_and_Liberty?snr=1_7001_7002_,Free To Play,▼ 17,9
2026-08-25,JP,87,Microsoft Flight Simulator 2024,2537590,https://store.steampowered.com/app/2537590/Microsoft_Flight_Simulator_2024?snr=1_7001_7002_,$69.99,RETURNING,1
2026-08-25,JP,88,ARK: Astraeos,3483400,https://store.steampowered.com/app/3483400/ARK_Astraeos?snr=1_7001_7002_,"-67%
$14.99
$4.94",RETURNING,1
2026-08-25,JP,89,Granblue Fantasy: Relink,881020,https://store.steampowered.com/app/881020/Granblue_Fantasy_Relink?snr=1_7001_7002_,$39.99,▼ 18,9
2026-08-25,JP,90,HELLDIVERS™ 2,553850,https://store.steampowered.com/app/553850/HELLDIVERS_2?snr=1_7001_7002_,$39.99,▼ 17,3
2026-08-25,JP,91,Sludgineers,4073860,https://store.steampowered.com/app/4073860/Sludgineers?snr=1_7001_7002_,"-20%
$6.99
$5.59",NEW,1
2026-08-25,JP,92,"Horizon Walker
(hidden by your preferences)",3279780,https://store.steampowered.com/app/3279780/Horizon_Walker?snr=1_7001_7002_,Free To Play,RETURNING,1
2026-08-25,JP,93,The First Berserker: Khazan,2680010,https://store.steampowered.com/app/2680010/The_First_Berserker_Khazan?snr=1_7001_7002_,$59.99,RETURNING,1
2026-08-25,JP,94,Sky: Children of the Light,2325290,https://store.steampowered.com/app/2325290/Sky_Children_of_the_Light?snr=1_7001_7002_,Free To Play,RETURNING,1
2026-08-25,JP,95,"Sex, Secrets & Used Tech
(hidden by your preferences)",3576350,https://store.steampowered.com/app/3576350/Sex_Secrets_Used_Tech?snr=1_7001_7002_,"-10%
$16.99
$15.29",RETURNING,1
2026-08-25,JP,96,The First Descendant,2074920,https://store.steampowered.com/app/2074920/The_First_Descendant?snr=1_7001_7002_,Free To Play,▼ 56,2
2026-08-25,JP,97,Strinova,1282270,https://store.steampowered.com/app/1282270/Strinova?snr=1_7001_7002_,Free To Play,▼ 50,2
2026-08-25,JP,98,Red Dead Redemption 2,1174180,https://store.steampowered.com/app/1174180/Red_Dead_Redemption_2?snr=1_7001_7002_,"-75%
$59.99
$14.99",RETURNING,1
2026-08-25,JP,99,R.E.P.O.,3241660,https://store.steampowered.com/app/3241660/REPO?snr=1_7001_7002_,$9.99,RETURNING,1
2026-08-25,JP,100,The Blood of Dawnwalker,3751260,https://store.steampowered.com/app/3751260/The_Blood_of_Dawnwalker?snr=1_7001_7002_,"Prepurchase
$69.99",NEW,1
2026-08-25,US,1,STAR WARS Zero Company™,2075800,https://store.steampowered.com/app/2075800/STAR_WARS_Zero_Company?snr=1_7001_7002_,$49.99,▲ 9,3
2026-08-25,US,2,Counter-Strike 2,730,https://store.steampowered.com/app/730/CounterStrike_2?snr=1_7001_7002_,Free To Play,0,734
2026-08-25,US,3,How to Fish,4001890,https://store.steampowered.com/app/4001890/How_to_Fish?snr=1_7001_7002_,$7.99,▲ 2,2
2026-08-25,US,4,NBA 2K27,4356430,https://store.steampowered.com/app/4356430/NBA_2K27?snr=1_7001_7002_,"Prepurchase
$69.99",▲ 26,2
2026-08-25,US,5,Aliens: Fireteam Elite 2,3448650,https://store.steampowered.com/app/3448650/Aliens_Fireteam_Elite_2?snr=1_7001_7002_,$49.99,NEW,1
2026-08-25,US,6,Marvel Rivals,2767030,https://store.steampowered.com/app/2767030/Marvel_Rivals?snr=1_7001_7002_,Free To Play,0,91
2026-08-25,US,7,WARDOGS,1867240,https://store.steampowered.com/app/1867240/WARDOGS?snr=1_7001_7002_,"Prepurchase
$39.99",▼ 4,3
2026-08-25,US,8,HELLDIVERS™ 2,553850,https://store.steampowered.com/app/553850/HELLDIVERS_2?snr=1_7001_7002_,$39.99,0,138
2026-08-25,US,9,Dead by Daylight,381210,https://store.steampowered.com/app/381210/Dead_by_Daylight?snr=1_7001_7002_,$19.99,▲ 19,486
2026-08-25,US,10,Steam Deck,1675200,https://store.steampowered.com/app/1675200/Steam_Deck?snr=1_7001_7002_,$789.00,▲ 3,14
2026-08-25,US,11,Crimson Desert Enhanced,3321460,https://store.steampowered.com/app/3321460/Crimson_Desert_Enhanced?snr=1_7001_7002_,"-20%
$69.99
$55.99",▲ 71,2
2026-08-25,US,12,Bodycam,2406770,https://store.steampowered.com/app/2406770/Bodycam?snr=1_7001_7002_,$33.32,▲ 14,2
2026-08-25,US,13,Apex Legends™,1172470,https://store.steampowered.com/app/1172470/Apex_Legends?snr=1_7001_7002_,Free To Play,▼ 4,304
2026-08-25,US,14,ELDEN RING,1245620,https://store.steampowered.com/app/1245620/ELDEN_RING?snr=1_7001_7002_,$59.99,▲ 29,47
2026-08-25,US,15,No More Room in Hell 2,292000,https://store.steampowered.com/app/292000/No_More_Room_in_Hell_2?snr=1_7001_7002_,$29.99,▼ 8,3
2026-08-25,US,16,The Blood of Dawnwalker,3751260,https://store.steampowered.com/app/3751260/The_Blood_of_Dawnwalker?snr=1_7001_7002_,"Prepurchase
$69.99",▲ 75,2
2026-08-25,US,17,METAL GEAR SOLID: MASTER COLLECTION Vol.2,3859630,https://store.steampowered.com/app/3859630/METAL_GEAR_SOLID_MASTER_COLLECTION_Vol2?snr=1_7001_7002_,$49.99,▲ 42,2
2026-08-25,US,18,Mortal Shell II,2584270,https://store.steampowered.com/app/2584270/Mortal_Shell_II?snr=1_7001_7002_,$49.99,▼ 14,3
2026-08-25,US,19,Big Walk,1478500,https://store.steampowered.com/app/1478500/Big_Walk?snr=1_7001_7002_,$19.99,▼ 7,4
2026-08-25,US,20,Palworld,1623730,https://store.steampowered.com/app/1623730/Palworld?snr=1_7001_7002_,"-30%
$29.99
$20.99",▲ 3,10
2026-08-25,US,21,Warframe,230410,https://store.steampowered.com/app/230410/Warframe?snr=1_7001_7002_,Free To Play,▼ 6,701
2026-08-25,US,22,Overwatch®,2357570,https://store.steampowered.com/app/2357570/Overwatch?snr=1_7001_7002_,Free To Play,▼ 3,34
2026-08-25,US,23,Hell Let Loose: Vietnam,3079210,https://store.steampowered.com/app/3079210/Hell_Let_Loose_Vietnam?snr=1_7001_7002_,$39.99,▼ 9,5
2026-08-25,US,24,ELDEN RING Tarnished Pack,3655690,https://store.steampowered.com/app/3655690/ELDEN_RING_Tarnished_Pack?snr=1_7001_7002_,$4.99,NEW,1
2026-08-25,US,25,Red Dead Redemption 2,1174180,https://store.steampowered.com/app/1174180/Red_Dead_Redemption_2?snr=1_7001_7002_,"-75%
$59.99
$14.99",RETURNING,1
2026-08-25,US,26,Tom Clancy's Rainbow Six Siege,359550,https://store.steampowered.com/app/359550/Tom_Clancys_Rainbow_Six_Siege?snr=1_7001_7002_,Free To Play,▼ 4,39
2026-08-25,US,27,Halloween: The Game,3219630,https://store.steampowered.com/app/3219630/Halloween_The_Game?snr=1_7001_7002_,"Prepurchase
$39.99",NEW,1
2026-08-25,US,28,Forza Horizon 6,2483190,https://store.steampowered.com/app/2483190/Forza_Horizon_6?snr=1_7001_7002_,"-15%
$69.99
$59.49",▲ 32,23
2026-08-25,US,29,Grand Theft Auto V Enhanced,3240220,https://store.steampowered.com/app/3240220/Grand_Theft_Auto_V_Enhanced?snr=1_7001_7002_,"-56%
$44.99
$19.79",▲ 17,60
2026-08-25,US,30,Once Human,2139460,https://store.steampowered.com/app/2139460/Once_Human?snr=1_7001_7002_,Free To Play,▲ 38,8
2026-08-25,US,31,Call of Duty®: Modern Warfare® 4,4435490,https://store.steampowered.com/app/4435490/Call_of_Duty_Modern_Warfare_4?snr=1_7001_7002_,"Prepurchase
$69.99",▼ 30,7
2026-08-25,US,32,War Thunder,236390,https://store.steampowered.com/app/236390/War_Thunder?snr=1_7001_7002_,Free To Play,▲ 2,479
2026-08-25,US,33,EA SPORTS™ Madden NFL 27,3940610,https://store.steampowered.com/app/3940610/EA_SPORTS_Madden_NFL_27?snr=1_7001_7002_,$69.99,▼ 15,4
2026-08-25,US,34,IdleOn - The Incremental MMO,1476970,https://store.steampowered.com/app/1476970/IdleOn_The_Incremental_MMO?snr=1_7001_7002_,Free To Play,RETURNING,1
2026-08-25,US,35,Project Zomboid,108600,https://store.steampowered.com/app/108600/Project_Zomboid?snr=1_7001_7002_,"-33%
$24.99
$16.74",▲ 2,5
2026-08-25,US,36,FINAL FANTASY XIV Online,39210,https://store.steampowered.com/app/39210/FINAL_FANTASY_XIV_Online?snr=1_7001_7002_,$19.99,▲ 4,39
2026-08-25,US,37,Black Desert,582660,https://store.steampowered.com/app/582660/Black_Desert?snr=1_7001_7002_,$9.99,▼ 5,7
2026-08-25,US,38,Wuthering Waves,3513350,https://store.steampowered.com/app/3513350/Wuthering_Waves?snr=1_7001_7002_,Free To Play,▼ 27,22
2026-08-25,US,39,Battlefield™ 6,2807960,https://store.steampowered.com/app/2807960/Battlefield_6?snr=1_7001_7002_,$69.99,▼ 18,57
2026-08-25,US,40,Escape from Tarkov,3932890,https://store.steampowered.com/app/3932890/Escape_from_Tarkov?snr=1_7001_7002_,$49.99,▼ 11,15
2026-08-25,US,41,Dota 2,570,https://store.steampowered.com/app/570/Dota_2?snr=1_7001_7002_,Free To Play,▼ 5,10
2026-08-25,US,42,Onimusha: Way of the Sword,2638890,https://store.steampowered.com/app/2638890/Onimusha_Way_of_the_Sword?snr=1_7001_7002_,"Prepurchase
$69.99",NEW,1
2026-08-25,US,43,S.T.A.L.K.E.R. 2: Heart of Chornobyl,1643320,https://store.steampowered.com/app/1643320/STALKER_2_Heart_of_Chornobyl?snr=1_7001_7002_,$59.99,▼ 27,2
2026-08-25,US,44,Magic: The Gathering Arena,2141910,https://store.steampowered.com/app/2141910/Magic_The_Gathering_Arena?snr=1_7001_7002_,Free To Play,▼ 9,23
2026-08-25,US,45,Rust,252490,https://store.steampowered.com/app/252490/Rust?snr=1_7001_7002_,$39.99,▼ 4,584
2026-08-25,US,46,Far Far West,3124540,https://store.steampowered.com/app/3124540/Far_Far_West?snr=1_7001_7002_,"-20%
$19.99
$15.99",RETURNING,1
2026-08-25,US,47,Zenless Zone Zero,4162040,https://store.steampowered.com/app/4162040/Zenless_Zone_Zero?snr=1_7001_7002_,Free To Play,▼ 22,5
2026-08-25,US,48,Baldur's Gate 3,1086940,https://store.steampowered.com/app/1086940/Baldurs_Gate_3?snr=1_7001_7002_,$59.99,▼ 1,194
2026-08-25,US,49,Dead by Daylight: Chorus of Sin,5060920,https://store.steampowered.com/app/5060920/Dead_by_Daylight_Chorus_of_Sin?snr=1_7001_7002_,$7.99,NEW,1
2026-08-25,US,50,VRChat,438100,https://store.steampowered.com/app/438100/VRChat?snr=1_7001_7002_,Free To Play,▼ 2,36
2026-08-25,US,51,EA SPORTS FC™ 27,4080220,https://store.steampowered.com/app/4080220/EA_SPORTS_FC_27?snr=1_7001_7002_,"Prepurchase
$69.99",NEW,1
2026-08-25,US,52,METAL GEAR SOLID 4: Guns of the Patriots - Master Collection Version,2492670,https://store.steampowered.com/app/2492670/METAL_GEAR_SOLID_4_Guns_of_the_Patriots_Master_Collection_Version?snr=1_7001_7002_,$29.99,NEW,1
2026-08-25,US,53,Total War: WARHAMMER III,1142710,https://store.steampowered.com/app/1142710/Total_War_WARHAMMER_III?snr=1_7001_7002_,$59.99,▼ 33,3
2026-08-25,US,54,The First Descendant,2074920,https://store.steampowered.com/app/2074920/The_First_Descendant?snr=1_7001_7002_,Free To Play,▼ 30,2
2026-08-25,US,55,"Warhammer 40,000: Darktide",1361210,https://store.steampowered.com/app/1361210/Warhammer_40000_Darktide?snr=1_7001_7002_,"-75%
$39.99
$9.99",▲ 16,2
2026-08-25,US,56,The Elder Scrolls® Online,306130,https://store.steampowered.com/app/306130/The_Elder_Scrolls_Online?snr=1_7001_7002_,$19.99,▼ 7,606
2026-08-25,US,57,ARK: Survival Ascended,2399830,https://store.steampowered.com/app/2399830/ARK_Survival_Ascended?snr=1_7001_7002_,"-75%
$44.99
$11.24",RETURNING,1
2026-08-25,US,58,Microsoft Flight Simulator 2024,2537590,https://store.steampowered.com/app/2537590/Microsoft_Flight_Simulator_2024?snr=1_7001_7002_,$69.99,▲ 5,2
2026-08-25,US,59,Marvel's Spider-Man 2,2651280,https://store.steampowered.com/app/2651280/Marvels_SpiderMan_2?snr=1_7001_7002_,$59.99,▼ 20,5
2026-08-25,US,60,Fallout 76,1151340,https://store.steampowered.com/app/1151340/Fallout_76?snr=1_7001_7002_,$39.99,▲ 4,334
2026-08-25,US,61,EA SPORTS™ College Football 27,4032350,https://store.steampowered.com/app/4032350/EA_SPORTS_College_Football_27?snr=1_7001_7002_,$69.99,▼ 7,9
2026-08-25,US,62,MapleStory,216150,https://store.steampowered.com/app/216150/MapleStory?snr=1_7001_7002_,Free To Play,▲ 5,35
2026-08-25,US,63,Graveyard Keeper 2,4358690,https://store.steampowered.com/app/4358690/Graveyard_Keeper_2?snr=1_7001_7002_,"Prepurchase
-20%
$24.99
$19.99",NEW,1
2026-08-25,US,64,Where Winds Meet,3564740,https://store.steampowered.com/app/3564740/Where_Winds_Meet?snr=1_7001_7002_,Free To Play,▼ 33,42
2026-08-25,US,65,Tom Clancy’s The Division® 2,2221490,https://store.steampowered.com/app/2221490/Tom_Clancys_The_Division_2?snr=1_7001_7002_,$29.99,RETURNING,1
2026-08-25,US,66,Resonance: A Plague Tale Legacy,2713000,https://store.steampowered.com/app/2713000/Resonance_A_Plague_Tale_Legacy?snr=1_7001_7002_,$49.99,NEW,1
2026-08-25,US,67,Palia,2707930,https://store.steampowered.com/app/2707930/Palia?snr=1_7001_7002_,Free To Play,RETURNING,1
2026-08-25,US,68,Shift At Midnight,3722330,https://store.steampowered.com/app/3722330/Shift_At_Midnight?snr=1_7001_7002_,"-10%
$9.99
$8.99",▼ 3,6
2026-08-25,US,69,Big Ambitions,1331550,https://store.steampowered.com/app/1331550/Big_Ambitions?snr=1_7001_7002_,"-20%
$25.99
$20.79",RETURNING,1
2026-08-25,US,70,Slay the Spire 2,2868840,https://store.steampowered.com/app/2868840/Slay_the_Spire_2?snr=1_7001_7002_,$24.99,▲ 3,26
2026-08-25,US,71,Team Fortress 2,440,https://store.steampowered.com/app/440/Team_Fortress_2?snr=1_7001_7002_,Free To Play,▼ 10,8
2026-08-25,US,72,Risk of Rain 2,632360,https://store.steampowered.com/app/632360/Risk_of_Rain_2?snr=1_7001_7002_,"-67%
$24.99
$8.24",▼ 10,2
2026-08-25,US,73,ICARUS,1149460,https://store.steampowered.com/app/1149460/ICARUS?snr=1_7001_7002_,"-75%
$34.99
$8.74",RETURNING,1
2026-08-25,US,74,Gamble With Your Friends,3892270,https://store.steampowered.com/app/3892270/Gamble_With_Your_Friends?snr=1_7001_7002_,$7.99,▲ 9,2
2026-08-25,US,75,Guild Wars 2®,1284210,https://store.steampowered.com/app/1284210/Guild_Wars_2?snr=1_7001_7002_,Free To Play,RETURNING,1
2026-08-25,US,76,GIRLS' FRONTLINE 2: EXILIUM,3347400,https://store.steampowered.com/app/3347400/GIRLS_FRONTLINE_2_EXILIUM?snr=1_7001_7002_,Free To Play,RETURNING,1
2026-08-25,US,77,Dragon's Dogma 2,2054970,https://store.steampowered.com/app/2054970/Dragons_Dogma_2?snr=1_7001_7002_,"-25%
$39.99
$29.99",RETURNING,1
2026-08-25,US,78,Destiny 2,1085660,https://store.steampowered.com/app/1085660/Destiny_2?snr=1_7001_7002_,Free To Play,▲ 2,23
2026-08-25,US,79,Arena Breakout: Infinite,2073620,https://store.steampowered.com/app/2073620/Arena_Breakout_Infinite?snr=1_7001_7002_,Free To Play,▲ 13,9
2026-08-25,US,80,PEAK,3527290,https://store.steampowered.com/app/3527290/PEAK?snr=1_7001_7002_,$7.99,▼ 8,4
2026-08-25,US,81,The Sims™ 4,1222670,https://store.steampowered.com/app/1222670/The_Sims_4?snr=1_7001_7002_,Free To Play,RETURNING,1
2026-08-25,US,82,Path of Exile 2,2694490,https://store.steampowered.com/app/2694490/Path_of_Exile_2?snr=1_7001_7002_,$29.99,▲ 7,17
2026-08-25,US,83,THE FINALS,2073850,https://store.steampowered.com/app/2073850/THE_FINALS?snr=1_7001_7002_,Free To Play,▼ 14,8
2026-08-25,US,84,Cyberpunk 2077,1091500,https://store.steampowered.com/app/1091500/Cyberpunk_2077?snr=1_7001_7002_,$59.99,▲ 12,2
2026-08-25,US,85,Umamusume: Pretty Derby,3224770,https://store.steampowered.com/app/3224770/Umamusume_Pretty_Derby?snr=1_7001_7002_,Free To Play,RETURNING,1
2026-08-25,US,86,Grounded 2,2661300,https://store.steampowered.com/app/2661300/Grounded_2?snr=1_7001_7002_,$29.99,▼ 11,3
2026-08-25,US,87,Schedule I,3164500,https://store.steampowered.com/app/3164500/Schedule_I?snr=1_7001_7002_,$19.99,▲ 6,39
2026-08-25,US,88,Fell & Sell,4627110,https://store.steampowered.com/app/4627110/Fell_Sell?snr=1_7001_7002_,"-10%
$9.99
$8.99",NEW,1
2026-08-25,US,89,iRacing,266410,https://store.steampowered.com/app/266410/iRacing?snr=1_7001_7002_,$11.59,▲ 10,2
2026-08-25,US,90,Endacopia,2684630,https://store.steampowered.com/app/2684630/Endacopia?snr=1_7001_7002_,$16.50,▼ 24,2
2026-08-25,US,91,Ready or Not,1144200,https://store.steampowered.com/app/1144200/Ready_or_Not?snr=1_7001_7002_,$49.99,▲ 6,10
2026-08-25,US,92,Assassin's Creed Black Flag Resynced,3751950,https://store.steampowered.com/app/3751950/Assassins_Creed_Black_Flag_Resynced?snr=1_7001_7002_,$59.99,▼ 22,11
2026-08-25,US,93,1666: Amsterdam,3949550,https://store.steampowered.com/app/3949550/1666_Amsterdam?snr=1_7001_7002_,$29.99,NEW,1
2026-08-25,US,94,Manor Lords,1363080,https://store.steampowered.com/app/1363080/Manor_Lords?snr=1_7001_7002_,"-35%
$39.99
$25.99",RETURNING,1
2026-08-25,US,95,Hogwarts Legacy,990080,https://store.steampowered.com/app/990080/Hogwarts_Legacy?snr=1_7001_7002_,"-90%
$59.99
$5.99",RETURNING,1
2026-08-25,US,96,ReStory: Chill Electronics Repairs,3812600,https://store.steampowered.com/app/3812600/ReStory_Chill_Electronics_Repairs?snr=1_7001_7002_,$19.99,▼ 43,4
2026-08-25,US,97,Transport Fever 3,3493540,https://store.steampowered.com/app/3493540/Transport_Fever_3?snr=1_7001_7002_,"Prepurchase
$49.99",NEW,1
2026-08-25,US,98,Heartopia,4025700,https://store.steampowered.com/app/4025700/Heartopia?snr=1_7001_7002_,Free To Play,▼ 8,3
2026-08-25,US,99,Call of Duty®: Black Ops III,311210,https://store.steampowered.com/app/311210/Call_of_Duty_Black_Ops_III?snr=1_7001_7002_,$59.99,▼ 4,10
2026-08-25,US,100,Arma Reforger,1874880,https://store.steampowered.com/app/1874880/Arma_Reforger?snr=1_7001_7002_,"-30%
$39.99
$27.99",RETURNING,1
2026-08-25,GLOBAL,1,STAR WARS Zero Company™,2075800,https://store.steampowered.com/app/2075800/STAR_WARS_Zero_Company?snr=1_7001_7002_,$49.99,▲ 11,3
2026-08-25,GLOBAL,2,Counter-Strike 2,730,https://store.steampowered.com/app/730/CounterStrike_2?snr=1_7001_7002_,Free To Play,▼ 1,734
2026-08-25,GLOBAL,3,How to Fish,4001890,https://store.steampowered.com/app/4001890/How_to_Fish?snr=1_7001_7002_,$7.99,▼ 1,2
2026-08-25,GLOBAL,4,Dota 2,570,https://store.steampowered.com/app/570/Dota_2?snr=1_7001_7002_,Free To Play,▲ 3,457
2026-08-25,GLOBAL,5,Apex Legends™,1172470,https://store.steampowered.com/app/1172470/Apex_Legends?snr=1_7001_7002_,Free To Play,▲ 1,304
2026-08-25,GLOBAL,6,NBA 2K27,4356430,https://store.steampowered.com/app/4356430/NBA_2K27?snr=1_7001_7002_,"Prepurchase
$69.99",▲ 31,2
2026-08-25,GLOBAL,7,Crimson Desert Enhanced,3321460,https://store.steampowered.com/app/3321460/Crimson_Desert_Enhanced?snr=1_7001_7002_,"-20%
$69.99
$55.99",▲ 66,3
2026-08-25,GLOBAL,8,Dead by Daylight,381210,https://store.steampowered.com/app/381210/Dead_by_Daylight?snr=1_7001_7002_,$19.99,▲ 21,492
2026-08-25,GLOBAL,9,EA SPORTS FC™ 27,4080220,https://store.steampowered.com/app/4080220/EA_SPORTS_FC_27?snr=1_7001_7002_,"Prepurchase
$69.99",▲ 24,6
2026-08-25,GLOBAL,10,WARDOGS,1867240,https://store.steampowered.com/app/1867240/WARDOGS?snr=1_7001_7002_,"Prepurchase
$39.99",▼ 5,3
2026-08-25,GLOBAL,11,Red Dead Redemption 2,1174180,https://store.steampowered.com/app/1174180/Red_Dead_Redemption_2?snr=1_7001_7002_,"-75%
$59.99
$14.99",RETURNING,1
2026-08-25,GLOBAL,12,Forza Horizon 6,2483190,https://store.steampowered.com/app/2483190/Forza_Horizon_6?snr=1_7001_7002_,"-15%
$69.99
$59.49",▲ 31,32
2026-08-25,GLOBAL,13,ELDEN RING,1245620,https://store.steampowered.com/app/1245620/ELDEN_RING?snr=1_7001_7002_,$59.99,▲ 43,39
2026-08-25,GLOBAL,14,Bodycam,2406770,https://store.steampowered.com/app/2406770/Bodycam?snr=1_7001_7002_,$33.32,▲ 11,2
2026-08-25,GLOBAL,15,Palworld,1623730,https://store.steampowered.com/app/1623730/Palworld?snr=1_7001_7002_,"-30%
$29.99
$20.99",▲ 12,10
2026-08-25,GLOBAL,16,Aliens: Fireteam Elite 2,3448650,https://store.steampowered.com/app/3448650/Aliens_Fireteam_Elite_2?snr=1_7001_7002_,$49.99,NEW,1
2026-08-25,GLOBAL,17,The Blood of Dawnwalker,3751260,https://store.steampowered.com/app/3751260/The_Blood_of_Dawnwalker?snr=1_7001_7002_,"Prepurchase
$69.99",▲ 75,2
2026-08-25,GLOBAL,18,Mortal Shell II,2584270,https://store.steampowered.com/app/2584270/Mortal_Shell_II?snr=1_7001_7002_,$49.99,▼ 14,3
